Gender,Age,Class,Section,Math_Score,Science_Score,English_Score,Attendance_Percentage,Study_Hours_per_Week,Internet_Access,Parental_Education,Family_Income,Extracurricular_Participation,Health_Issues,Assignment_Submission_Rate,Result,Exam_Year,Exam_Month,Exam_date,Exam_DayofWeek,Family_Income_log
unknown,17.0,11,A,99.0,95.0,13.0,42.88,20.0,yes,post_graduate,100000.0,sometimes,asthma,0.78,pass,2018.0,April,18.0,Wednesday,11.51293546492023
male,17.0,11,C,89.0,8.0,54.0,74.92,16.0,yes,post_graduate,25000.0,yes,diabetes,0.95,pass,2020.0,June,23.0,Tuesday,10.12667110305036
unknown,16.0,11,D,11.0,33.0,78.0,77.3,18.0,yes,not_reported,15000.0,sometimes,anxiety,0.19,pass,2024.0,July,1.0,Monday,9.61587214452889
female,16.0,12,A,22.0,48.0,56.0,67.6,29.0,no,graduate,125000.0,sometimes,not_reported,0.26,fail,2024.0,March,4.0,Monday,11.736077016252437
male,16.0,12,D,41.0,9.0,38.0,41.4,35.0,no,post_graduate,165000.0,no,diabetes,0.81,pass,2023.0,December,4.0,Monday,12.013706813470414
female,16.0,11,A,84.0,68.0,22.0,46.22,26.0,yes,high_school,70000.0,no,not_reported,0.25,fail,2021.0,May,14.0,Friday,11.156264806643742
female,17.0,11,C,45.0,90.0,26.0,51.07,20.0,no,not_reported,105000.0,sometimes,asthma,0.16,fail,2022.0,November,26.0,Saturday,11.561725152903833
female,15.0,12,B,48.0,86.0,73.0,73.5,1.0,yes,graduate,140000.0,yes,anxiety,0.79,pass,2024.0,March,26.0,Tuesday,11.849404844423074
female,17.0,10,A,11.0,49.0,78.0,83.94,16.0,no,not_reported,90000.0,sometimes,not_reported,0.2,pass,2019.0,December,3.0,Tuesday,11.407576060361786
male,16.0,12,B,18.0,50.0,69.0,60.51,18.0,no,graduate,100000.0,yes,depression,0.99,pass,2024.0,January,16.0,Tuesday,11.51293546492023
male,17.0,11,B,28.0,35.0,73.0,61.67,0.0,no,not_reported,195000.0,sometimes,not_reported,0.87,pass,2020.0,July,6.0,Monday,12.180759965737863
female,16.0,12,B,13.0,92.0,21.0,59.99,14.0,yes,high_school,145000.0,sometimes,diabetes,0.18,pass,2019.0,November,24.0,Sunday,11.884495917930655
unknown,16.0,12,D,64.0,97.0,29.0,46.48,24.0,no,not_reported,165000.0,yes,anxiety,0.03,pass,2019.0,May,12.0,Sunday,12.013706813470414
female,17.0,10,A,21.0,94.0,40.0,79.79,18.0,yes,graduate,180000.0,sometimes,asthma,0.31,pass,2025.0,November,14.0,Friday,12.100717685412471
male,16.0,12,C,49.0,97.0,16.0,55.88,11.0,no,not_reported,55000.0,sometimes,not_reported,0.78,pass,2020.0,March,14.0,Saturday,10.915106645867503
male,17.0,11,A,89.0,14.0,54.0,95.9,36.0,yes,post_graduate,125000.0,sometimes,diabetes,0.42,pass,2019.0,July,16.0,Tuesday,11.736077016252437
unknown,17.0,11,B,30.0,67.0,51.0,94.84,20.0,no,not_reported,75000.0,no,not_reported,0.01,fail,2020.0,March,22.0,Sunday,11.225256725762893
male,17.0,11,D,52.0,0.0,55.0,55.05,8.0,yes,post_graduate,105000.0,sometimes,not_reported,0.59,pass,2019.0,February,23.0,Saturday,11.561725152903833
female,16.0,12,B,69.0,23.0,19.0,55.46,13.0,yes,post_graduate,170000.0,no,asthma,0.76,pass,2024.0,May,19.0,Sunday,12.04355959836804
female,17.0,11,A,24.0,66.0,44.0,76.0,21.0,no,not_reported,160000.0,sometimes,depression,0.53,fail,2024.0,June,18.0,Thursday,11.982935344196433
unknown,16.0,12,B,46.0,17.0,49.0,50.56,39.0,yes,not_reported,165000.0,sometimes,diabetes,0.9,fail,2020.0,May,7.0,Thursday,12.013706813470414
male,17.0,10,B,20.0,96.0,48.0,50.57,20.0,no,not_reported,90000.0,no,diabetes,0.61,fail,2025.0,May,26.0,Monday,11.407576060361786
female,16.0,12,A,85.0,34.0,49.0,47.09,7.0,no,post_graduate,185000.0,sometimes,diabetes,0.42,pass,2023.0,April,8.0,Saturday,12.128116509451258
unknown,16.0,12,B,69.0,19.0,3.0,47.34,20.0,yes,graduate,180000.0,sometimes,not_reported,0.29,pass,2024.0,December,25.0,Wednesday,12.100717685412471
unknown,16.0,10,D,31.0,31.0,96.0,54.41,29.0,no,high_school,40000.0,sometimes,not_reported,0.88,pass,2025.0,August,14.0,Thursday,10.596659732783579
unknown,16.0,11,D,81.0,40.0,44.0,90.27,8.0,yes,not_reported,9999999.0,yes,asthma,0.12,pass,2023.0,September,16.0,Saturday,16.11809565095832
unknown,17.0,11,A,94.0,94.0,29.0,93.36,20.0,yes,not_reported,65000.0,sometimes,diabetes,0.62,pass,2018.0,May,31.0,Thursday,11.082157933374816
male,17.0,11,A,52.0,3.0,48.0,81.34,20.0,no,post_graduate,105000.0,sometimes,asthma,0.87,pass,2020.0,June,28.0,Sunday,11.561725152903833
female,16.0,12,B,3.0,22.0,63.0,87.25,22.0,yes,graduate,150000.0,sometimes,asthma,0.81,fail,2022.0,April,3.0,Sunday,11.918397239722838
male,17.0,11,D,62.0,82.0,87.0,99.24,31.0,yes,post_graduate,140000.0,sometimes,anxiety,0.28,pass,2021.0,June,17.0,Thursday,11.849404844423074
male,17.0,11,B,69.0,96.0,66.0,84.92,25.0,yes,graduate,155000.0,yes,not_reported,0.17,pass,2020.0,August,14.0,Friday,11.951186847493476
female,17.0,11,D,37.0,25.0,53.0,44.84,19.0,yes,not_reported,45000.0,no,diabetes,0.79,fail,2020.0,November,4.0,Wednesday,10.714439990727769
male,17.0,11,B,28.0,16.0,74.0,72.8,18.0,no,high_school,50000.0,yes,anxiety,0.14,pass,2020.0,May,10.0,Sunday,10.819798284210286
female,16.0,12,C,37.0,84.0,29.0,74.83,25.0,yes,high_school,10000.0,sometimes,not_reported,0.26,pass,2025.0,March,4.0,Tuesday,9.210440366976517
unknown,16.0,12,D,99.0,57.0,48.0,88.75,23.0,no,not_reported,50000.0,yes,asthma,0.7,fail,2020.0,August,30.0,Sunday,10.819798284210286
male,17.0,11,A,96.0,59.0,15.0,78.71,20.0,yes,high_school,150000.0,sometimes,not_reported,0.05,pass,2024.0,November,8.0,Friday,11.918397239722838
female,17.0,11,A,39.0,90.0,97.0,60.02,39.0,no,not_reported,60000.0,yes,not_reported,0.61,fail,2024.0,September,17.0,Tuesday,11.002116507732017
female,16.0,12,B,70.0,16.0,40.0,88.56,18.0,yes,not_reported,190000.0,yes,anxiety,0.3,fail,2024.0,October,12.0,Saturday,12.154784614286667
unknown,16.0,12,A,47.0,45.0,58.0,71.18,27.0,yes,not_reported,155000.0,yes,asthma,0.25,fail,2024.0,December,17.0,Tuesday,11.951186847493476
unknown,16.0,12,B,69.0,14.0,8.0,95.09,39.0,yes,post_graduate,140000.0,sometimes,not_reported,0.21,pass,2021.0,December,22.0,Wednesday,11.849404844423074
male,17.0,11,C,63.0,50.0,80.0,78.22,8.0,no,not_reported,170000.0,sometimes,not_reported,0.58,pass,2022.0,October,4.0,Tuesday,12.04355959836804
unknown,16.0,12,D,91.0,90.0,96.0,58.49,4.0,yes,graduate,100000.0,no,depression,0.3,pass,2021.0,August,15.0,Sunday,11.51293546492023
male,17.0,11,D,51.0,25.0,38.0,93.23,20.0,yes,not_reported,10000.0,sometimes,anxiety,0.07,pass,2023.0,September,19.0,Tuesday,9.210440366976517
male,17.0,11,A,91.0,54.0,89.0,92.85,20.0,yes,not_reported,40000.0,sometimes,depression,0.45,fail,2021.0,May,25.0,Tuesday,10.596659732783579
unknown,16.0,12,D,0.0,45.0,36.0,91.34,20.0,yes,graduate,25000.0,yes,not_reported,0.99,fail,2023.0,July,26.0,Wednesday,10.12667110305036
unknown,16.0,12,C,45.0,71.0,75.0,72.86,20.0,yes,not_reported,95000.0,sometimes,not_reported,0.03,fail,2021.0,January,21.0,Thursday,11.461642696843066
unknown,17.0,10,B,66.0,92.0,9.0,91.69,0.0,no,not_reported,195000.0,no,diabetes,0.71,fail,2021.0,March,3.0,Wednesday,12.180759965737863
female,17.0,11,B,48.0,23.0,84.0,53.78,20.0,yes,graduate,9999999.0,sometimes,diabetes,1.0,pass,2023.0,November,23.0,Thursday,16.11809565095832
male,17.0,10,C,41.0,92.0,77.0,84.61,22.0,yes,not_reported,45000.0,sometimes,asthma,0.79,pass,2020.0,April,15.0,Wednesday,10.714439990727769
female,15.0,12,B,32.0,57.0,11.0,67.88,20.0,no,not_reported,100000.0,no,asthma,0.14,fail,2025.0,October,3.0,Friday,11.51293546492023
unknown,16.0,12,B,95.0,6.0,88.0,87.32,4.0,yes,not_reported,60000.0,sometimes,not_reported,0.83,fail,2021.0,December,28.0,Tuesday,11.002116507732017
unknown,17.0,11,C,13.0,54.0,60.0,91.16,24.0,yes,post_graduate,165000.0,sometimes,not_reported,0.63,fail,2019.0,April,17.0,Wednesday,12.013706813470414
female,17.0,10,C,84.0,93.0,73.0,74.43,24.0,yes,post_graduate,40000.0,sometimes,not_reported,0.98,pass,2023.0,October,3.0,Tuesday,10.596659732783579
female,16.0,12,D,92.0,27.0,31.0,49.21,0.0,yes,graduate,190000.0,sometimes,not_reported,0.91,pass,2018.0,September,27.0,Thursday,12.154784614286667
female,16.0,12,D,50.0,44.0,87.0,90.84,25.0,no,not_reported,110000.0,yes,not_reported,0.49,pass,2020.0,December,27.0,Sunday,11.608244735642321
male,17.0,11,B,78.0,58.0,82.0,53.48,20.0,no,not_reported,105000.0,no,anxiety,0.12,fail,2024.0,February,23.0,Friday,11.561725152903833
male,17.0,11,B,63.0,73.0,79.0,92.98,21.0,yes,graduate,105000.0,no,anxiety,0.11,pass,2020.0,May,11.0,Monday,11.561725152903833
unknown,17.0,11,B,60.0,96.0,11.0,61.48,19.0,yes,graduate,170000.0,yes,asthma,0.75,fail,2019.0,June,25.0,Tuesday,12.04355959836804
male,16.0,12,D,8.0,30.0,46.0,69.55,20.0,yes,high_school,15000.0,sometimes,not_reported,0.63,fail,2021.0,June,5.0,Saturday,9.61587214452889
male,17.0,10,A,26.0,54.0,66.0,53.78,29.0,no,high_school,155000.0,sometimes,diabetes,0.94,fail,2023.0,March,27.0,Monday,11.951186847493476
female,16.0,12,A,37.0,32.0,20.0,58.97,37.0,yes,post_graduate,180000.0,sometimes,diabetes,0.95,pass,2019.0,August,17.0,Saturday,12.100717685412471
male,16.0,10,A,51.0,57.0,81.0,73.92,20.0,yes,post_graduate,190000.0,sometimes,depression,0.28,fail,2018.0,June,3.0,Sunday,12.154784614286667
female,17.0,11,D,97.0,76.0,59.0,52.14,20.0,no,not_reported,120000.0,sometimes,depression,0.85,pass,2025.0,September,24.0,Wednesday,11.695255355062795
male,16.0,12,C,76.0,33.0,10.0,98.55,20.0,yes,graduate,65000.0,sometimes,asthma,0.76,fail,2023.0,December,21.0,Thursday,11.082157933374816
unknown,17.0,10,A,86.0,74.0,8.0,70.66,7.0,yes,post_graduate,85000.0,sometimes,not_reported,0.36,fail,2021.0,December,29.0,Wednesday,11.350418300109132
female,17.0,11,A,80.0,80.0,50.0,65.44,1.0,yes,graduate,115000.0,sometimes,asthma,0.54,fail,2025.0,April,20.0,Sunday,11.652696102959753
female,16.0,12,B,12.0,67.0,27.0,40.42,11.0,no,not_reported,165000.0,sometimes,depression,0.08,pass,2021.0,May,24.0,Monday,12.013706813470414
male,18.0,11,D,6.0,2.0,10.0,78.7,8.0,no,not_reported,10000.0,sometimes,asthma,0.61,pass,2021.0,May,1.0,Saturday,9.210440366976517
unknown,16.0,12,D,37.0,85.0,45.0,63.54,0.0,yes,post_graduate,130000.0,sometimes,diabetes,0.05,fail,2018.0,November,3.0,Saturday,11.775297421715827
female,17.0,12,B,3.0,66.0,27.0,91.52,11.0,no,graduate,105000.0,sometimes,depression,0.48,pass,2025.0,March,3.0,Monday,11.561725152903833
female,17.0,11,B,67.0,10.0,50.0,74.01,31.0,yes,graduate,110000.0,sometimes,diabetes,0.48,pass,2019.0,February,9.0,Saturday,11.608244735642321
female,18.0,10,A,77.0,77.0,15.0,87.06,14.0,yes,not_reported,80000.0,sometimes,asthma,0.85,pass,2020.0,March,15.0,Sunday,11.289794413577894
female,16.0,12,B,49.0,39.0,1.0,42.29,20.0,no,graduate,125000.0,yes,depression,0.32,fail,2020.0,September,8.0,Tuesday,11.736077016252437
male,15.0,11,B,16.0,99.0,12.0,86.1,20.0,yes,graduate,45000.0,sometimes,anxiety,0.62,pass,2019.0,June,8.0,Saturday,10.714439990727769
female,17.0,11,C,76.0,36.0,100.0,88.28,20.0,yes,not_reported,25000.0,sometimes,not_reported,0.32,pass,2018.0,July,22.0,Sunday,10.12667110305036
unknown,17.0,11,A,21.0,57.0,35.0,90.05,37.0,no,graduate,105000.0,sometimes,not_reported,0.54,pass,2024.0,October,24.0,Thursday,11.561725152903833
female,17.0,10,B,71.0,44.0,5.0,60.25,2.0,no,graduate,155000.0,yes,not_reported,0.69,pass,2018.0,November,6.0,Tuesday,11.951186847493476
female,16.0,12,B,58.0,63.0,42.0,58.23,35.0,no,post_graduate,85000.0,sometimes,not_reported,0.89,fail,2021.0,January,15.0,Friday,11.350418300109132
unknown,16.0,11,B,81.0,48.0,57.0,41.92,1.0,no,post_graduate,40000.0,sometimes,not_reported,0.63,fail,2024.0,June,18.0,Thursday,10.596659732783579
male,17.0,11,B,1.0,47.0,34.0,79.3,37.0,no,not_reported,65000.0,sometimes,asthma,0.14,fail,2025.0,March,4.0,Tuesday,11.082157933374816
female,16.0,12,C,69.0,4.0,56.0,98.06,38.0,no,graduate,115000.0,sometimes,anxiety,0.5,fail,2025.0,August,11.0,Monday,11.652696102959753
unknown,17.0,10,B,89.0,11.0,49.0,51.48,20.0,yes,not_reported,105000.0,no,anxiety,0.51,fail,2025.0,April,3.0,Thursday,11.561725152903833
female,17.0,11,A,14.0,69.0,100.0,74.51,39.0,yes,not_reported,45000.0,yes,depression,0.05,fail,2024.0,June,26.0,Wednesday,10.714439990727769
female,17.0,10,B,87.0,2.0,16.0,95.02,0.0,yes,not_reported,75000.0,sometimes,depression,0.18,fail,2024.0,November,2.0,Saturday,11.225256725762893
female,17.0,11,C,64.0,95.0,76.0,83.33,20.0,no,high_school,55000.0,no,not_reported,0.24,fail,2022.0,November,3.0,Thursday,10.915106645867503
unknown,15.0,10,B,51.0,65.0,17.0,71.47,23.0,yes,not_reported,15000.0,sometimes,not_reported,0.66,pass,2023.0,June,3.0,Saturday,9.61587214452889
female,17.0,10,A,47.0,36.0,38.0,49.82,18.0,no,not_reported,160000.0,yes,anxiety,0.96,fail,2024.0,February,16.0,Friday,11.982935344196433
unknown,17.0,11,B,65.0,60.0,92.0,99.83,2.0,no,graduate,20000.0,sometimes,anxiety,0.11,fail,2023.0,November,9.0,Thursday,9.90353755128617
male,16.0,12,B,90.0,27.0,0.0,57.23,12.0,yes,not_reported,15000.0,yes,diabetes,0.18,pass,2025.0,May,12.0,Monday,9.61587214452889
unknown,17.0,10,B,25.0,71.0,72.0,58.6,20.0,no,not_reported,50000.0,sometimes,not_reported,0.18,pass,2022.0,September,25.0,Sunday,10.819798284210286
male,16.0,12,A,44.0,50.0,42.0,87.3,12.0,yes,not_reported,30000.0,sometimes,depression,0.3,pass,2021.0,December,7.0,Tuesday,10.308985993422082
male,16.0,12,B,13.0,59.0,82.0,71.64,21.0,no,post_graduate,25000.0,sometimes,not_reported,0.79,pass,2019.0,October,21.0,Monday,10.12667110305036
female,16.0,12,A,91.0,7.0,41.0,73.52,36.0,yes,post_graduate,140000.0,no,not_reported,0.89,pass,2019.0,January,18.0,Friday,11.849404844423074
male,17.0,11,B,96.0,88.0,8.0,50.52,20.0,no,post_graduate,60000.0,sometimes,not_reported,0.92,fail,2020.0,July,23.0,Thursday,11.002116507732017
male,15.0,11,A,30.0,51.0,78.0,74.42,32.0,no,not_reported,125000.0,yes,asthma,0.24,pass,2022.0,April,19.0,Tuesday,11.736077016252437
unknown,17.0,11,B,78.0,73.0,50.0,58.6,20.0,no,high_school,105000.0,yes,not_reported,0.38,fail,2020.0,April,27.0,Monday,11.561725152903833
female,17.0,11,A,61.0,70.0,13.0,92.42,5.0,no,graduate,90000.0,sometimes,not_reported,0.42,pass,2020.0,January,23.0,Thursday,11.407576060361786
female,15.0,12,B,37.0,34.0,4.0,83.45,5.0,no,graduate,140000.0,sometimes,diabetes,0.74,pass,2024.0,May,27.0,Monday,11.849404844423074
male,16.0,12,A,44.0,100.0,63.0,64.1,6.0,yes,post_graduate,135000.0,sometimes,not_reported,0.68,pass,2024.0,June,18.0,Thursday,11.813037464800539
female,16.0,12,B,12.0,40.0,16.0,66.23,20.0,no,graduate,105000.0,sometimes,diabetes,1.0,fail,2024.0,August,31.0,Saturday,11.561725152903833
unknown,16.0,12,A,61.0,70.0,2.0,49.93,19.0,no,not_reported,50000.0,sometimes,not_reported,0.23,pass,2018.0,May,18.0,Friday,10.819798284210286
female,18.0,11,B,62.0,34.0,27.0,87.61,1.0,no,graduate,130000.0,no,depression,0.67,pass,2022.0,September,23.0,Friday,11.775297421715827
female,16.0,12,A,89.0,21.0,29.0,60.48,20.0,no,not_reported,170000.0,sometimes,asthma,0.53,pass,2022.0,February,8.0,Tuesday,12.04355959836804
male,16.0,12,C,69.0,100.0,4.0,64.6,31.0,no,not_reported,160000.0,yes,diabetes,0.73,pass,2024.0,July,15.0,Monday,11.982935344196433
male,17.0,11,B,19.0,70.0,65.0,42.72,28.0,no,graduate,155000.0,no,not_reported,0.98,fail,2022.0,June,5.0,Sunday,11.951186847493476
male,17.0,11,C,56.0,35.0,77.0,92.22,18.0,yes,not_reported,9999999.0,no,not_reported,0.75,pass,2019.0,January,23.0,Wednesday,16.11809565095832
female,17.0,11,C,97.0,6.0,98.0,63.71,25.0,yes,post_graduate,100000.0,sometimes,not_reported,0.74,pass,2020.0,March,2.0,Monday,11.51293546492023
male,17.0,10,A,87.0,75.0,89.0,41.23,33.0,no,post_graduate,50000.0,no,anxiety,0.55,fail,2019.0,April,29.0,Monday,10.819798284210286
male,17.0,11,B,78.0,65.0,74.0,94.65,27.0,yes,high_school,150000.0,sometimes,depression,0.02,fail,2023.0,August,15.0,Tuesday,11.918397239722838
female,17.0,11,A,73.0,8.0,17.0,57.03,11.0,no,high_school,125000.0,yes,asthma,0.3,fail,2020.0,December,20.0,Sunday,11.736077016252437
male,17.0,11,B,91.0,79.0,28.0,82.39,22.0,no,graduate,75000.0,sometimes,not_reported,0.29,pass,2025.0,May,4.0,Sunday,11.225256725762893
unknown,16.0,12,D,50.0,80.0,51.0,53.66,20.0,yes,graduate,160000.0,sometimes,anxiety,0.42,fail,2018.0,September,24.0,Monday,11.982935344196433
male,17.0,11,B,80.0,36.0,9.0,47.74,20.0,yes,post_graduate,105000.0,no,not_reported,0.68,pass,2024.0,August,17.0,Saturday,11.561725152903833
female,16.0,12,A,50.0,35.0,51.0,60.14,3.0,no,graduate,65000.0,no,diabetes,0.9,pass,2023.0,October,12.0,Thursday,11.082157933374816
unknown,18.0,10,D,89.0,38.0,27.0,75.68,20.0,yes,post_graduate,25000.0,no,diabetes,0.87,fail,2022.0,April,21.0,Thursday,10.12667110305036
female,17.0,11,D,16.0,16.0,70.0,42.2,3.0,yes,not_reported,155000.0,sometimes,not_reported,0.46,fail,2024.0,June,10.0,Monday,11.951186847493476
female,17.0,11,C,82.0,86.0,54.0,81.36,7.0,no,not_reported,70000.0,no,not_reported,0.14,pass,2020.0,February,13.0,Thursday,11.156264806643742
unknown,17.0,10,D,27.0,98.0,80.0,96.82,4.0,yes,post_graduate,195000.0,no,depression,0.62,pass,2019.0,November,16.0,Saturday,12.180759965737863
female,17.0,11,A,66.0,21.0,19.0,84.82,20.0,no,post_graduate,170000.0,sometimes,diabetes,0.2,fail,2023.0,March,31.0,Friday,12.04355959836804
male,17.0,11,D,94.0,78.0,33.0,94.57,7.0,no,post_graduate,135000.0,no,diabetes,0.22,fail,2018.0,November,30.0,Friday,11.813037464800539
male,15.0,12,B,17.0,48.0,72.0,69.89,20.0,no,post_graduate,180000.0,sometimes,not_reported,0.94,pass,2018.0,May,13.0,Sunday,12.100717685412471
male,17.0,10,B,13.0,93.0,25.0,68.03,35.0,no,not_reported,105000.0,sometimes,diabetes,0.77,fail,2019.0,August,20.0,Tuesday,11.561725152903833
unknown,16.0,12,B,78.0,32.0,23.0,60.77,1.0,yes,not_reported,45000.0,sometimes,asthma,0.46,pass,2021.0,December,28.0,Tuesday,10.714439990727769
female,15.0,12,B,66.0,71.0,27.0,47.98,21.0,no,post_graduate,95000.0,no,diabetes,0.68,fail,2021.0,July,3.0,Saturday,11.461642696843066
unknown,17.0,11,A,93.0,70.0,99.0,50.68,16.0,no,graduate,30000.0,sometimes,not_reported,0.08,fail,2023.0,December,13.0,Wednesday,10.308985993422082
male,17.0,11,C,28.0,24.0,74.0,65.67,33.0,yes,graduate,190000.0,no,diabetes,0.04,fail,2019.0,November,25.0,Monday,12.154784614286667
female,17.0,11,A,51.0,82.0,5.0,68.18,20.0,yes,graduate,20000.0,yes,anxiety,0.86,pass,2024.0,October,19.0,Saturday,9.90353755128617
unknown,16.0,12,B,62.0,1.0,10.0,89.13,17.0,yes,graduate,80000.0,no,anxiety,0.55,pass,2018.0,October,12.0,Friday,11.289794413577894
female,15.0,10,A,72.0,80.0,65.0,68.39,20.0,yes,graduate,40000.0,yes,depression,0.42,fail,2021.0,December,14.0,Tuesday,10.596659732783579
male,17.0,11,D,99.0,26.0,84.0,69.24,19.0,yes,not_reported,9999999.0,yes,depression,0.14,fail,2020.0,March,22.0,Sunday,16.11809565095832
female,16.0,11,A,48.0,41.0,64.0,44.26,2.0,yes,post_graduate,180000.0,no,anxiety,0.16,pass,2021.0,April,29.0,Thursday,12.100717685412471
female,16.0,12,B,92.0,99.0,60.0,66.65,39.0,no,not_reported,60000.0,sometimes,anxiety,0.65,pass,2024.0,June,18.0,Thursday,11.002116507732017
male,18.0,11,B,28.0,84.0,10.0,44.68,4.0,no,post_graduate,105000.0,sometimes,not_reported,0.9,pass,2024.0,January,18.0,Thursday,11.561725152903833
female,18.0,12,A,24.0,0.0,20.0,64.31,22.0,no,not_reported,145000.0,no,diabetes,0.04,pass,2020.0,November,6.0,Friday,11.884495917930655
unknown,15.0,11,A,45.0,28.0,40.0,87.91,16.0,no,post_graduate,175000.0,sometimes,not_reported,0.23,pass,2025.0,October,10.0,Friday,12.07254696717504
male,18.0,11,A,19.0,17.0,51.0,59.78,2.0,yes,post_graduate,105000.0,sometimes,not_reported,0.44,pass,2022.0,April,3.0,Sunday,11.561725152903833
male,16.0,12,C,42.0,57.0,86.0,68.33,32.0,yes,post_graduate,125000.0,sometimes,asthma,0.65,pass,2024.0,August,26.0,Monday,11.736077016252437
male,17.0,11,A,34.0,99.0,33.0,40.65,20.0,yes,not_reported,30000.0,yes,diabetes,0.7,fail,2022.0,March,3.0,Thursday,10.308985993422082
male,17.0,11,B,34.0,44.0,7.0,78.12,30.0,yes,not_reported,75000.0,sometimes,not_reported,0.78,fail,2024.0,July,20.0,Saturday,11.225256725762893
unknown,17.0,11,B,7.0,51.0,94.0,51.25,14.0,no,graduate,195000.0,sometimes,diabetes,0.52,pass,2024.0,March,18.0,Monday,12.180759965737863
female,17.0,11,A,73.0,95.0,76.0,81.48,17.0,yes,graduate,135000.0,sometimes,not_reported,0.97,pass,2019.0,February,12.0,Tuesday,11.813037464800539
unknown,17.0,10,B,22.0,40.0,92.0,72.17,20.0,yes,post_graduate,150000.0,sometimes,anxiety,0.88,pass,2022.0,April,20.0,Wednesday,11.918397239722838
unknown,17.0,11,B,55.0,7.0,7.0,66.06,20.0,no,graduate,160000.0,sometimes,not_reported,0.65,pass,2022.0,May,9.0,Monday,11.982935344196433
female,16.0,12,C,30.0,21.0,12.0,73.15,17.0,yes,graduate,160000.0,no,not_reported,0.47,fail,2019.0,November,23.0,Saturday,11.982935344196433
male,17.0,10,D,86.0,8.0,35.0,40.15,20.0,yes,not_reported,90000.0,yes,not_reported,0.97,pass,2024.0,June,18.0,Thursday,11.407576060361786
female,16.0,12,D,7.0,100.0,93.0,91.57,30.0,no,post_graduate,195000.0,no,not_reported,0.64,pass,2025.0,February,28.0,Friday,12.180759965737863
unknown,16.0,10,B,63.0,38.0,83.0,45.79,0.0,yes,high_school,50000.0,sometimes,diabetes,0.54,fail,2021.0,October,26.0,Tuesday,10.819798284210286
female,17.0,11,B,81.0,78.0,84.0,61.9,22.0,no,not_reported,140000.0,sometimes,asthma,0.97,pass,2018.0,May,1.0,Tuesday,11.849404844423074
unknown,16.0,12,A,50.0,89.0,17.0,71.05,15.0,yes,post_graduate,105000.0,yes,not_reported,0.1,fail,2022.0,November,8.0,Tuesday,11.561725152903833
unknown,18.0,12,C,84.0,100.0,99.0,59.19,20.0,no,not_reported,175000.0,yes,anxiety,0.0,fail,2022.0,June,22.0,Wednesday,12.07254696717504
female,17.0,10,B,65.0,87.0,48.0,81.04,12.0,yes,not_reported,175000.0,sometimes,not_reported,0.62,fail,2019.0,December,19.0,Thursday,12.07254696717504
male,15.0,12,A,24.0,53.0,59.0,56.19,11.0,yes,graduate,85000.0,no,depression,0.8,fail,2022.0,February,2.0,Wednesday,11.350418300109132
